City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
216,Huarmey,PE,2022-05-11 02:41:41,-10.0681,-78.1522,64.72,84,1,5.82
217,Essau,GM,2022-05-11 02:41:42,13.4839,-16.5347,73.56,84,5,15.1
218,Olafsvik,IS,2022-05-11 02:41:42,64.8945,-23.7142,34.81,97,100,23.98
219,Irati,BR,2022-05-11 02:41:43,-25.4672,-50.6511,58.87,100,100,2.01
220,Siavonga,ZM,2022-05-11 02:41:44,-16.5382,28.7088,69.57,67,0,2.17
221,Lakatoro,VU,2022-05-11 02:41:44,-16.0999,167.4164,82.6,73,57,18.59
222,Bathsheba,BB,2022-05-11 02:41:44,13.2167,-59.5167,79.41,78,20,16.11
223,Ailigandi,PA,2022-05-11 02:41:45,9.2333,-78.0167,79.84,86,66,6.29
224,Izhma,RU,2022-05-11 02:41:45,65.0083,53.9113,40.21,69,0,2.53
225,Aberdeen,GB,2022-05-11 02:40:50,57.1437,-2.0981,49.19,80,55,12.66
226,Kulotino,RU,2022-05-11 02:42:46,58.45,33.3833,41.49,75,0,2.95
227,New Norfolk,AU,2022-05-11 02:42:47,-42.7826,147.0587,60.93,47,100,2.08
228,Vila Velha,BR,2022-05-11 02:42:47,-20.3297,-40.2925,69.75,94,75,2.3
229,Ilulissat,GL,2022-05-11 02:42:48,69.2167,-51.1,17.62,62,12,8.05
230,Rocha,UY,2022-05-11 02:42:48,-34.4833,-54.3333,55.71,93,100,6.04
231,Capitao Poco,BR,2022-05-11 02:42:49,-1.7464,-47.0594,71.98,98,100,2.75
232,Hami,CN,2022-05-11 02:42:49,42.8,93.45,75.76,6,24,3.33
233,Kahului,US,2022-05-11 02:42:42,20.8947,-156.47,82.42,65,40,29.93
234,Phan Thiet,VN,2022-05-11 02:39:54,10.9333,108.1,89.11,60,53,6.58
235,Paamiut,GL,2022-05-11 02:42:50,61.994,-49.6678,32.74,99,100,4.38
236,Shelburne,CA,2022-05-11 02:40:22,44.0787,-80.2041,59.45,42,21,8.23
237,Teguldet,RU,2022-05-11 02:42:50,57.3064,88.1667,49.3,30,2,6.69
238,Shihezi,CN,2022-05-11 02:42:51,44.3,86.0333,77.63,16,100,9.57
239,Port Augusta,AU,2022-05-11 02:42:51,-32.5,137.7667,67.35,56,62,8.34
240,General Roca,AR,2022-05-11 02:42:52,-39.0333,-67.5833,50.2,37,47,7.76
241,Itarema,BR,2022-05-11 02:42:33,-2.9248,-39.9167,75.81,85,97,3.96
242,Thompson,CA,2022-05-11 02:42:52,55.7435,-97.8558,53.76,62,100,4.61
243,Hithadhoo,MV,2022-05-11 02:42:53,-0.6,73.0833,84.42,73,93,14.27
244,Aklavik,CA,2022-05-11 02:42:53,68.2191,-135.0107,31.8,79,100,11.63
245,Nikolayevsk-Na-Amure,RU,2022-05-11 02:42:54,53.1406,140.73,60.62,73,63,2.39
246,Pochutla,MX,2022-05-11 02:42:54,15.7432,-96.4661,83.82,76,78,3.6
247,Sisimiut,GL,2022-05-11 02:42:55,66.9395,-53.6735,21.96,70,12,10.47
248,Antofagasta,CL,2022-05-11 02:42:55,-23.65,-70.4,60.08,85,26,1.3
249,Hobyo,SO,2022-05-11 02:42:56,5.3505,48.5268,81.91,72,94,13.89
250,Piacabucu,BR,2022-05-11 02:42:56,-10.4056,-36.4344,75.7,83,78,5.35
251,Kavarna,BG,2022-05-11 02:42:57,43.4333,28.3333,53.58,67,98,3.42
252,Tautira,PF,2022-05-11 02:42:57,-17.7333,-149.15,81.12,75,49,15.48
253,Ust-Kuyga,RU,2022-05-11 02:42:58,70.0167,135.6,23.7,82,100,12.01
254,Aden,YE,2022-05-11 02:41:45,12.7794,45.0367,83.7,74,4,9.42
255,Pangody,RU,2022-05-11 02:42:58,65.85,74.4859,32.32,95,71,4.88
256,Palu,ID,2022-05-11 02:42:59,-0.8917,119.8707,83.61,74,100,0.94
257,Bowen,AU,2022-05-11 02:42:59,-20.0167,148.2333,73.27,85,100,22.59
258,Aswan,EG,2022-05-11 02:43:00,24.0934,32.907,79.9,21,0,9.22
259,Erenhot,CN,2022-05-11 02:43:00,43.6475,111.9767,43.11,22,2,13.35
260,Kurilsk,RU,2022-05-11 02:43:01,45.2333,147.8833,48.38,54,2,1.74
261,Zhigansk,RU,2022-05-11 02:41:21,66.7697,123.3711,32.31,99,100,11.81
262,Lethem,GY,2022-05-11 02:43:01,3.3803,-59.7968,76.51,84,35,6.73
263,Touros,BR,2022-05-11 02:43:02,-5.1989,-35.4608,76.5,88,82,7.29
264,Avera,US,2022-05-11 02:43:02,33.194,-82.5271,62.11,50,0,7.29
265,Prince Rupert,CA,2022-05-11 02:43:03,54.3161,-130.3201,42.49,88,100,25.32
266,Strelka,RU,2022-05-11 02:43:03,58.0728,93.0344,50.74,44,0,2.68
267,Guerrero Negro,MX,2022-05-11 02:43:04,27.9769,-114.0611,60.08,78,1,18.5
268,Alofi,NU,2022-05-11 02:42:56,-19.0595,-169.9187,76.89,88,75,8.05
269,Dunedin,NZ,2022-05-11 02:43:04,-45.8742,170.5036,57.51,51,14,0.54
270,Bethel,US,2022-05-11 02:42:59,41.3712,-73.414,59.85,38,2,8.55
271,Poway,US,2022-05-11 02:38:26,32.9628,-117.0359,62.51,66,0,16.11
272,Baykit,RU,2022-05-11 02:43:05,61.67,96.37,48.36,61,23,6.87
273,Tabuk,PH,2022-05-11 02:44:06,17.4189,121.4443,89.24,54,59,7.18
274,Lorengau,PG,2022-05-11 02:44:06,-2.0226,147.2712,86.16,68,92,10.78
275,Santa Cruz,BO,2022-05-11 02:42:20,-17.8,-63.1667,69.26,83,40,9.22
276,Nemuro,JP,2022-05-11 02:44:07,43.3236,145.575,48.16,74,0,10.11
277,Pringsewu,ID,2022-05-11 02:44:07,-5.3582,104.9744,86.27,69,89,3.38
278,Beringovskiy,RU,2022-05-11 02:44:08,63.05,179.3167,36.75,94,100,9.69
279,Igarka,RU,2022-05-11 02:44:08,67.4667,86.5833,28.69,77,92,4.68
280,Mosalsk,RU,2022-05-11 02:44:08,54.4881,34.9817,40.68,68,100,10.69
281,Jiangyou,CN,2022-05-11 02:44:09,31.7667,104.7167,78.57,52,88,2.44
282,Cabedelo,BR,2022-05-11 02:44:09,-6.9811,-34.8339,75.87,84,68,9.86
283,Batak,BG,2022-05-11 02:44:10,41.95,24.2167,42.67,77,0,3.8
284,Ulaangom,MN,2022-05-11 02:44:10,49.9811,92.0667,41.56,32,0,4.76
285,Chalmette,US,2022-05-11 02:44:11,29.9427,-89.9634,78.8,71,0,6.91
286,Dhidhdhoo,MV,2022-05-11 02:44:12,6.8833,73.1,84.29,76,100,15.75
287,Kloulklubed,PW,2022-05-11 02:44:12,7.0419,134.2556,79.3,86,100,15.35
288,Skjervoy,NO,2022-05-11 02:44:12,70.0311,20.9714,33.8,83,87,7.47
289,Chukhloma,RU,2022-05-11 02:44:13,58.7525,42.6825,42.15,74,100,10.25
290,Labuhan,ID,2022-05-11 02:44:13,-6.8844,112.2051,84.49,77,53,4.65
291,Parbhani,IN,2022-05-11 02:40:12,19.2667,76.7833,91.58,39,100,4.45
292,Shipunovo,RU,2022-05-11 02:44:14,52.1582,82.2173,53.8,31,76,17.31
293,Puerto Baquerizo Moreno,EC,2022-05-11 02:42:49,-0.9,-89.6,72.09,86,24,8.66
294,Kingaroy,AU,2022-05-11 02:44:15,-26.5333,151.8333,66.24,100,100,11.5
